,,,insample,outOfSample,PnL,PPN
ETH,1e-06,2022-08-15,0.07956050548179971,0.07174854392215257,487.7270182277371,0.00014958713513507743
ETH,1e-06,2022-08-16,0.08128714958151484,0.08385938114843139,445.19420860214984,0.00013248072290225068
ETH,1e-06,2022-08-17,0.08309295324464683,0.11825666007646829,500.77904823450535,0.0001726526163522804
ETH,1e-06,2022-08-18,0.08852814401965359,-0.0036709705378230595,116.42265233547056,3.9869181732735205e-05
ETH,1e-06,2022-08-19,0.08803600286448798,0.03867348002342452,301.8134131284922,0.00012168414807275753
ETH,1e-06,2022-08-20,0.07806020109161416,0.12596652563696797,661.8736948532255,0.0002281802304693077
ETH,1e-06,2022-08-21,0.08027154295663885,0.1265321289483552,835.8360536180643,0.0002861633109608015
ETH,1e-06,2022-08-22,0.08486266557945565,0.12173135332015939,728.58420922017,0.00026201198252772436
ETH,2e-06,2022-08-08,0.05933546235119613,0.062383950798333254,683.8327760273066,0.00022489440324448124
ETH,2e-06,2022-08-09,0.0605254904981537,0.10061556359073687,55.60894315997822,1.8535970798077233e-05
ETH,2e-06,2022-08-10,0.05843835133487285,0.06858682416183792,1009.6860781527317,0.00029687833065745935
ETH,2e-06,2022-08-11,0.05921951826426408,0.06754720780696155,527.7074696288075,0.00016385745367284162
ETH,2e-06,2022-08-12,0.07110716906536885,0.0856241698043263,495.6173518114937,0.00016854891702162883
ETH,2e-06,2022-08-13,0.0725715125326839,0.0701005449830604,393.3960016669091,0.00013199465620701876
ETH,2e-06,2022-08-14,0.07079413283564806,0.16076400186836826,444.71835658738024,0.0001425176206363289
ETH,2e-06,2022-08-15,0.07956050548179971,0.07174854392215257,487.7270182277371,0.00014958713513507743
ETH,2e-06,2022-08-16,0.08128714958151484,0.08385938114843139,445.19420860214984,0.00013248072290225068
ETH,2e-06,2022-08-17,0.08309295324464683,0.11825666007646829,500.77904823450535,0.0001726526163522804
ETH,2e-06,2022-08-18,0.0885276040530224,-0.0036360834048776436,116.42265233547056,3.9869181732735205e-05
ETH,2e-06,2022-08-19,0.08803600286448798,0.03867348002342452,301.8134131284922,0.00012168414807275753
ETH,2e-06,2022-08-20,0.07806020109161416,0.12596652563696797,661.8736948532255,0.0002281802304693077
ETH,2e-06,2022-08-21,0.08027154295663885,0.1265321289483552,835.8360536180643,0.0002861633109608015
ETH,2e-06,2022-08-22,0.08486266557945565,0.12173135332015939,728.58420922017,0.00026201198252772436
ETH,5e-06,2022-08-08,0.05933546235119613,0.062383950798333254,683.8327760273066,0.00022489440324448124
ETH,5e-06,2022-08-09,0.06037066065473318,0.10807995649645197,61.794672675993255,2.3057182039170267e-05
ETH,5e-06,2022-08-10,0.05843835133487285,0.06858682416183792,1009.6860781527317,0.00029687833065745935
ETH,5e-06,2022-08-11,0.05921951826426408,0.06754720780696155,527.7074696288075,0.00016385745367284162
ETH,5e-06,2022-08-12,0.07075020336440419,0.0859054508124868,559.5346099982257,0.00019028168054840484
ETH,5e-06,2022-08-13,0.0725715125326839,0.0701005449830604,393.3960016669091,0.00013199465620701876
ETH,5e-06,2022-08-14,0.07080626128066891,0.1603095084468672,444.71835658738024,0.0001425176206363289
ETH,5e-06,2022-08-15,0.07956044992646505,0.07178090337378251,487.7270182277371,0.00014958713513507743
ETH,5e-06,2022-08-16,0.08128714958151484,0.08385938114843139,445.19420860214984,0.00013248072290225068
ETH,5e-06,2022-08-17,0.08309295324464683,0.11825666007646829,500.77904823450535,0.0001726526163522804
ETH,5e-06,2022-08-18,0.0885276040530224,-0.0036360834048776436,116.42265233547056,3.9869181732735205e-05
ETH,5e-06,2022-08-19,0.0880342676895205,0.03860364856248155,301.8134131284922,0.00012168414807275753
ETH,5e-06,2022-08-20,0.07806020109161416,0.12596652563696797,661.8736948532255,0.0002281802304693077
ETH,5e-06,2022-08-21,0.08027154295663885,0.1265321289483552,835.8360536180643,0.0002861633109608015
ETH,5e-06,2022-08-22,0.08486266557945565,0.12173135332015939,728.58420922017,0.00026201198252772436
ETH,1e-05,2022-08-08,0.059294810150524846,0.06255394244780155,683.8327760273066,0.00022489440324448124
ETH,1e-05,2022-08-09,0.06033750472476884,0.10753918139223961,67.61568727598366,2.4858090617316983e-05
ETH,1e-05,2022-08-10,0.05843835133487285,0.06858682416183792,1009.6860781527317,0.00029687833065745935
ETH,1e-05,2022-08-11,0.05921951826426408,0.06754720780696155,527.7074696288075,0.00016385745367284162
ETH,1e-05,2022-08-12,0.07075020336440419,0.0859054508124868,559.5346099982257,0.00019028168054840484
ETH,1e-05,2022-08-13,0.0725715125326839,0.0701005449830604,393.3960016669091,0.00013199465620701876
ETH,1e-05,2022-08-14,0.07080626128066891,0.1603095084468672,444.71835658738024,0.0001425176206363289
ETH,1e-05,2022-08-15,0.07956044992646505,0.07178090337378251,487.7270182277371,0.00014958713513507743
ETH,1e-05,2022-08-16,0.08128714958151484,0.08385938114843139,445.19420860214984,0.00013248072290225068
ETH,1e-05,2022-08-17,0.08309295324464683,0.11825666007646829,500.77904823450535,0.0001726526163522804
ETH,1e-05,2022-08-18,0.08849288855521387,-0.00405699284014549,116.35252455642787,4.03985500288693e-05
ETH,1e-05,2022-08-19,0.08800488485584346,0.039980530414267745,261.0210981296557,0.00010874696369907196
ETH,1e-05,2022-08-20,0.07802000712144264,0.1267092621815773,661.8736948532255,0.0002281802304693077
ETH,1e-05,2022-08-21,0.08027154295663885,0.1265321289483552,835.8360536180643,0.0002861633109608015
ETH,1e-05,2022-08-22,0.08471598178942696,0.12361220989507526,751.8698301232274,0.00026654943958913624
ETH,2e-05,2022-08-08,0.059294810150524846,0.06255394244780155,683.8327760273066,0.00022489440324448124
ETH,2e-05,2022-08-09,0.06033750472476884,0.10753918139223961,67.61568727598366,2.4858090617316983e-05
ETH,2e-05,2022-08-10,0.05829973360421081,0.06869371038838268,954.3766038999546,0.0002856598732934761
ETH,2e-05,2022-08-11,0.05906273502491821,0.06824782769859516,522.5622570628807,0.00017186593631950177
ETH,2e-05,2022-08-12,0.07075020336440419,0.0859054508124868,559.5346099982257,0.00019028168054840484
ETH,2e-05,2022-08-13,0.0725715125326839,0.0701005449830604,393.3960016669091,0.00013199465620701876
ETH,2e-05,2022-08-14,0.07080626128066891,0.1603095084468672,444.71835658738024,0.0001425176206363289
ETH,2e-05,2022-08-15,0.07956044992646505,0.07178090337378251,487.7270182277371,0.00014958713513507743
ETH,2e-05,2022-08-16,0.08128714958151484,0.08385938114843139,445.19420860214984,0.00013248072290225068
ETH,2e-05,2022-08-17,0.08292183840236711,0.11974967703454409,394.8828037693941,0.0001506959147114795
ETH,2e-05,2022-08-18,0.08849288855521387,-0.00405699284014549,116.35252455642787,4.03985500288693e-05
ETH,2e-05,2022-08-19,0.08800488485584346,0.039980530414267745,261.0210981296557,0.00010874696369907196
ETH,2e-05,2022-08-20,0.07792896918821901,0.12942684739317833,637.4280164058544,0.00022282726575658805
ETH,2e-05,2022-08-21,0.07971655681905332,0.1254211348584947,822.4833349544269,0.00028159305799896713
ETH,2e-05,2022-08-22,0.08471598178942696,0.12361220989507526,751.8698301232274,0.00026654943958913624
ETH,5e-05,2022-08-08,0.059294810150524846,0.06255394244780155,683.8327760273066,0.00022489440324448124
ETH,5e-05,2022-08-09,0.06033750472476884,0.10753918139223961,67.61568727598366,2.4858090617316983e-05
ETH,5e-05,2022-08-10,0.05773301932537034,0.059602500575352324,990.4714402634396,0.0003214782549458604
ETH,5e-05,2022-08-11,0.05906273502491821,0.06824782769859516,522.5622570628807,0.00017186593631950177
ETH,5e-05,2022-08-12,0.06985257444046633,0.08270039184665068,531.8284992739752,0.00018855610629891253
ETH,5e-05,2022-08-13,0.07181673655135745,0.07469869887638614,348.40306981620216,0.00011024198138337518
ETH,5e-05,2022-08-14,0.07067830023412036,0.15802084020875107,422.5135070703845,0.0001328482317289587
ETH,5e-05,2022-08-15,0.0779110073274003,0.07051352846111747,498.04664491810865,0.00017658109904048782
ETH,5e-05,2022-08-16,0.08075586692996217,0.08983277172051896,546.8741193238192,0.00019667861902059443
ETH,5e-05,2022-08-17,0.082091118944572,0.12719485723192736,460.5104726942444,0.00017846057741448913
ETH,5e-05,2022-08-18,0.08830299108581208,-0.004865413112143502,103.22708154895332,3.535049055513082e-05
ETH,5e-05,2022-08-19,0.08774705554222284,0.04200774760331216,247.82007187892364,0.00010324770209415389
ETH,5e-05,2022-08-20,0.07766187147077208,0.12841141464764871,632.9827002055788,0.00021379978670246235
ETH,5e-05,2022-08-21,0.07930644034805956,0.12651938760728976,831.2923892975821,0.00027337668859767745
ETH,5e-05,2022-08-22,0.08399959730774209,0.12536735968903878,766.7463480966197,0.0002555168105050959
ETH,0.0001,2022-08-08,0.057423384838546365,0.06699701941556357,671.3965627822249,0.00021514490872756576
ETH,0.0001,2022-08-09,0.05870409441592894,0.13038685017620621,270.5157106462719,0.00010403367996207915
ETH,0.0001,2022-08-10,0.05773301932537034,0.059602500575352324,990.4714402634396,0.0003214782549458604
ETH,0.0001,2022-08-11,0.05701697179967691,0.07075292694475144,552.3306483022606,0.00019864062338056457
ETH,0.0001,2022-08-12,0.06985257444046633,0.08270039184665068,531.8284992739752,0.00018855610629891253
ETH,0.0001,2022-08-13,0.07093882012288699,0.07027141128675807,372.7475641080269,0.00013503522828102043
ETH,0.0001,2022-08-14,0.06870236897753657,0.1656639042327802,459.1131420740102,0.00015938887657849742
ETH,0.0001,2022-08-15,0.0779110073274003,0.07051352846111747,498.04664491810865,0.00017658109904048782
ETH,0.0001,2022-08-16,0.07982403545047745,0.08685565882749469,484.2757009461285,0.0001780108436103173
ETH,0.0001,2022-08-17,0.082091118944572,0.12719485723192736,460.5104726942444,0.00017846057741448913
ETH,0.0001,2022-08-18,0.08830299108581208,-0.004865413112143502,103.22708154895332,3.535049055513082e-05
ETH,0.0001,2022-08-19,0.08774705554222284,0.04200774760331216,247.82007187892364,0.00010324770209415389
ETH,0.0001,2022-08-20,0.07766187147077208,0.12841141464764871,632.9827002055788,0.00021379978670246235
ETH,0.0001,2022-08-21,0.07930644034805956,0.12651938760728976,831.2923892975821,0.00027337668859767745
ETH,0.0001,2022-08-22,0.08399959730774209,0.12536735968903878,766.7463480966197,0.0002555168105050959
ETH,0.0002,2022-08-08,0.057423384838546365,0.06699701941556357,671.3965627822249,0.00021514490872756576
ETH,0.0002,2022-08-09,0.05870409441592894,0.13038685017620621,270.5157106462719,0.00010403367996207915
ETH,0.0002,2022-08-10,0.05773301932537034,0.059602500575352324,990.4714402634396,0.0003214782549458604
ETH,0.0002,2022-08-11,0.05701697179967691,0.07075292694475144,552.3306483022606,0.00019864062338056457
ETH,0.0002,2022-08-12,0.06985257444046633,0.08270039184665068,531.8284992739752,0.00018855610629891253
ETH,0.0002,2022-08-13,0.07093882012288699,0.07027141128675807,372.7475641080269,0.00013503522828102043
ETH,0.0002,2022-08-14,0.06870236897753657,0.1656639042327802,459.1131420740102,0.00015938887657849742
ETH,0.0002,2022-08-15,0.0779110073274003,0.07051352846111747,498.04664491810865,0.00017658109904048782
ETH,0.0002,2022-08-16,0.07982403545047745,0.08685565882749469,484.2757009461285,0.0001780108436103173
ETH,0.0002,2022-08-17,0.082091118944572,0.12719485723192736,460.5104726942444,0.00017846057741448913
ETH,0.0002,2022-08-18,0.08830299108581208,-0.004865413112143502,103.22708154895332,3.535049055513082e-05
ETH,0.0002,2022-08-19,0.08774705554222284,0.04200774760331216,247.82007187892364,0.00010324770209415389
ETH,0.0002,2022-08-20,0.07766187147077208,0.12841141464764871,632.9827002055788,0.00021379978670246235
ETH,0.0002,2022-08-21,0.07930644034805956,0.12651938760728976,831.2923892975821,0.00027337668859767745
ETH,0.0002,2022-08-22,0.08399959730774209,0.12536735968903878,766.7463480966197,0.0002555168105050959
ETH,0.0005,2022-08-08,0.0,0.0,0.0,
ETH,0.0005,2022-08-09,0.0,0.0,0.0,
ETH,0.0005,2022-08-10,0.0,0.0,0.0,
ETH,0.0005,2022-08-11,0.0,0.0,0.0,
ETH,0.0005,2022-08-12,0.0,0.0,0.0,
ETH,0.0005,2022-08-13,0.0,0.0,0.0,
ETH,0.0005,2022-08-14,0.0,0.0,0.0,
ETH,0.0005,2022-08-15,0.0,0.0,0.0,
ETH,0.0005,2022-08-16,0.0,0.0,0.0,
ETH,0.0005,2022-08-17,0.0,0.0,0.0,
ETH,0.0005,2022-08-18,0.0,0.0,0.0,
ETH,0.0005,2022-08-19,0.0,0.0,0.0,
ETH,0.0005,2022-08-20,0.0,0.0,0.0,
ETH,0.0005,2022-08-21,0.0,0.0,0.0,
ETH,0.0005,2022-08-22,0.0,0.0,0.0,
ETH,0.001,2022-08-08,0.0,0.0,0.0,
ETH,0.001,2022-08-09,0.0,0.0,0.0,
ETH,0.001,2022-08-10,0.0,0.0,0.0,
ETH,0.001,2022-08-11,0.0,0.0,0.0,
ETH,0.001,2022-08-12,0.0,0.0,0.0,
ETH,0.001,2022-08-13,0.0,0.0,0.0,
ETH,0.001,2022-08-14,0.0,0.0,0.0,
ETH,0.001,2022-08-15,0.0,0.0,0.0,
ETH,0.001,2022-08-16,0.0,0.0,0.0,
ETH,0.001,2022-08-17,0.0,0.0,0.0,
ETH,0.001,2022-08-18,0.0,0.0,0.0,
ETH,0.001,2022-08-19,0.0,0.0,0.0,
ETH,0.001,2022-08-20,0.0,0.0,0.0,
ETH,0.001,2022-08-21,0.0,0.0,0.0,
ETH,0.001,2022-08-22,0.0,0.0,0.0,
ADA,0.0,2022-08-08,0.07595993362531961,0.0795935688765812,525.9772442784016,0.0001776634450503936
ADA,0.0,2022-08-09,0.07520256645407497,0.08276995155619238,128.96790315391593,4.386470952867536e-05
ADA,0.0,2022-08-10,0.07167002536035239,0.1155649924765787,731.0187341918006,0.00022839117998765793
ADA,0.0,2022-08-11,0.07685212398999652,0.08729842982122171,491.07815489895177,0.00016366592737910486
ADA,0.0,2022-08-12,0.07597791063130943,0.04400551988844814,435.9483609415338,0.00013707188826305483
ADA,0.0,2022-08-13,0.07445942237916159,0.12646147315952605,550.028919512161,0.00023105119104000052
ADA,0.0,2022-08-14,0.07722498674849021,0.1772067993347728,743.0171590982104,0.00029476116924270925
ADA,0.0,2022-08-15,0.0990344875583743,0.04628571641107182,412.48124528191823,0.00012348212910764486
ADA,0.0,2022-08-16,0.09653629298052058,0.08951667063279212,532.4976263877624,0.0001431240358006504
ADA,0.0,2022-08-17,0.0990751676273367,0.2013788665269456,656.6973613150218,0.00023447977823691857
ADA,0.0,2022-08-18,0.11141397753043825,0.09671227940289062,260.68911889858714,9.376427178891739e-05
ADA,0.0,2022-08-19,0.11078405691656956,0.08229882121151688,198.93707865653033,6.955358107353197e-05
ADA,0.0,2022-08-20,0.10081941828303387,0.13021110254415047,654.4147359147989,0.00022560934270219815
ADA,0.0,2022-08-21,0.10661911161099835,0.11993980543392324,674.8506887188288,0.00020953704425472096
ADA,0.0,2022-08-22,0.11055156970827307,0.1431478645300519,846.5303356145715,0.0002918218274431195
ADA,1e-07,2022-08-08,0.07595993362531961,0.0795935688765812,525.9772442784016,0.0001776634450503936
ADA,1e-07,2022-08-09,0.07520256645407497,0.08276995155619238,128.96790315391593,4.386470952867536e-05
ADA,1e-07,2022-08-10,0.07167002536035239,0.1155649924765787,731.0187341918006,0.00022839117998765793
ADA,1e-07,2022-08-11,0.07685212398999652,0.08729842982122171,491.07815489895177,0.00016366592737910486
ADA,1e-07,2022-08-12,0.07597450896267777,0.04410921498175535,438.85130555884723,0.00013712222790315963
ADA,1e-07,2022-08-13,0.0744340759263522,0.1295940428118001,597.880622527388,0.0002449730155362118
ADA,1e-07,2022-08-14,0.07722498674849021,0.1772067993347728,743.0171590982104,0.00029476116924270925
ADA,1e-07,2022-08-15,0.0990344875583743,0.04628571641107182,412.48124528191823,0.00012348212910764486
ADA,1e-07,2022-08-16,0.09653629298052058,0.08951667063279212,532.4976263877624,0.0001431240358006504
ADA,1e-07,2022-08-17,0.0990751676273367,0.2013788665269456,656.6973613150218,0.00023447977823691857
ADA,1e-07,2022-08-18,0.11141397753043825,0.09671227940289062,260.68911889858714,9.376427178891739e-05
ADA,1e-07,2022-08-19,0.11072382738768549,0.08137431259254391,204.42368159242164,7.097540713138656e-05
ADA,1e-07,2022-08-20,0.10081941828303387,0.13021110254415047,654.4147359147989,0.00022560934270219815
ADA,1e-07,2022-08-21,0.10661911161099835,0.11993980543392324,674.8506887188288,0.00020953704425472096
ADA,1e-07,2022-08-22,0.11055156970827307,0.1431478645300519,846.5303356145715,0.0002918218274431195
ADA,2e-07,2022-08-08,0.07595993362531961,0.0795935688765812,525.9772442784016,0.0001776634450503936
ADA,2e-07,2022-08-09,0.07520256645407497,0.08276995155619238,128.96790315391593,4.386470952867536e-05
ADA,2e-07,2022-08-10,0.07167002536035239,0.1155649924765787,731.0187341918006,0.00022839117998765793
ADA,2e-07,2022-08-11,0.07685212398999652,0.08729842982122171,491.07815489895177,0.00016366592737910486
ADA,2e-07,2022-08-12,0.07596443492397287,0.04418329862251513,439.76708163328215,0.00013655497802767466
ADA,2e-07,2022-08-13,0.0744340759263522,0.1295940428118001,597.880622527388,0.0002449730155362118
ADA,2e-07,2022-08-14,0.0772120216034905,0.17752837220679785,710.6354820387262,0.0002753642629546454
ADA,2e-07,2022-08-15,0.0990344875583743,0.04628571641107182,412.48124528191823,0.00012348212910764486
ADA,2e-07,2022-08-16,0.09653629298052058,0.08951667063279212,532.4976263877624,0.0001431240358006504
ADA,2e-07,2022-08-17,0.0990751676273367,0.2013788665269456,656.6973613150218,0.00023447977823691857
ADA,2e-07,2022-08-18,0.11141397753043825,0.09671227940289062,260.68911889858714,9.376427178891739e-05
ADA,2e-07,2022-08-19,0.11072382738768549,0.08137431259254391,204.42368159242164,7.097540713138656e-05
ADA,2e-07,2022-08-20,0.10081941828303387,0.13021110254415047,654.4147359147989,0.00022560934270219815
ADA,2e-07,2022-08-21,0.10661911161099835,0.11993980543392324,674.8506887188288,0.00020953704425472096
ADA,2e-07,2022-08-22,0.11055156970827307,0.1431478645300519,846.5303356145715,0.0002918218274431195
ADA,5e-07,2022-08-08,0.07595993362531961,0.0795935688765812,525.9772442784016,0.0001776634450503936
ADA,5e-07,2022-08-09,0.07520256645407497,0.08276995155619238,128.96790315391593,4.386470952867536e-05
ADA,5e-07,2022-08-10,0.07167002536035239,0.1155649924765787,731.0187341918006,0.00022839117998765793
ADA,5e-07,2022-08-11,0.07685212398999652,0.08729842982122171,491.07815489895177,0.00016366592737910486
ADA,5e-07,2022-08-12,0.07596443492397287,0.04418329862251513,439.76708163328215,0.00013655497802767466
ADA,5e-07,2022-08-13,0.0744340759263522,0.1295940428118001,597.880622527388,0.0002449730155362118
ADA,5e-07,2022-08-14,0.0772120216034905,0.17752837220679785,710.6354820387262,0.0002753642629546454
ADA,5e-07,2022-08-15,0.09901946995356858,0.047856715454664744,404.42786643822393,0.00012253888130300084
ADA,5e-07,2022-08-16,0.09653621809561652,0.08956984930775869,532.4976263877624,0.0001431240358006504
ADA,5e-07,2022-08-17,0.09907031668959909,0.2014407736302335,709.200396361791,0.00024449206982378094
ADA,5e-07,2022-08-18,0.11141397753043825,0.09671227940289062,260.68911889858714,9.376427178891739e-05
ADA,5e-07,2022-08-19,0.11072382738768549,0.08137431259254391,204.42368159242164,7.097540713138656e-05
ADA,5e-07,2022-08-20,0.10081941828303387,0.13021110254415047,654.4147359147989,0.00022560934270219815
ADA,5e-07,2022-08-21,0.10661911161099835,0.11993980543392324,674.8506887188288,0.00020953704425472096
ADA,5e-07,2022-08-22,0.11055156970827307,0.1431478645300519,846.5303356145715,0.0002918218274431195
ADA,1e-06,2022-08-08,0.07595993362531961,0.0795935688765812,525.9772442784016,0.0001776634450503936
ADA,1e-06,2022-08-09,0.07520256645407497,0.08276995155619238,128.96790315391593,4.386470952867536e-05
ADA,1e-06,2022-08-10,0.07167002536035239,0.1155649924765787,731.0187341918006,0.00022839117998765793
ADA,1e-06,2022-08-11,0.07685212398999652,0.08729842982122171,491.07815489895177,0.00016366592737910486
ADA,1e-06,2022-08-12,0.07597450896267777,0.04410921498175535,438.85130555884723,0.00013712222790315963
ADA,1e-06,2022-08-13,0.0744340759263522,0.1295940428118001,597.880622527388,0.0002449730155362118
ADA,1e-06,2022-08-14,0.0772120216034905,0.17752837220679785,710.6354820387262,0.0002753642629546454
ADA,1e-06,2022-08-15,0.09901946995356858,0.047856715454664744,404.42786643822393,0.00012253888130300084
ADA,1e-06,2022-08-16,0.09653629298052058,0.08951667063279212,532.4976263877624,0.0001431240358006504
ADA,1e-06,2022-08-17,0.09907031668959909,0.2014407736302335,709.200396361791,0.00024449206982378094
ADA,1e-06,2022-08-18,0.11141397753043825,0.09671227940289062,260.68911889858714,9.376427178891739e-05
ADA,1e-06,2022-08-19,0.11072382738768549,0.08137431259254391,204.42368159242164,7.097540713138656e-05
ADA,1e-06,2022-08-20,0.10081941828303387,0.13021110254415047,654.4147359147989,0.00022560934270219815
ADA,1e-06,2022-08-21,0.10661911161099835,0.11993980543392324,674.8506887188288,0.00020953704425472096
ADA,1e-06,2022-08-22,0.11055156970827307,0.1431478645300519,846.5303356145715,0.0002918218274431195
ADA,2e-06,2022-08-08,0.07595993362531961,0.0795935688765812,525.9772442784016,0.0001776634450503936
ADA,2e-06,2022-08-09,0.07520256645407497,0.08276995155619238,128.96790315391593,4.386470952867536e-05
ADA,2e-06,2022-08-10,0.07164147358389594,0.11453244119686778,743.7259743818325,0.0002309174643061148
ADA,2e-06,2022-08-11,0.07669798002374772,0.08463580803727888,550.5781715156621,0.00016286642036086939
ADA,2e-06,2022-08-12,0.07596443492397287,0.04418329862251513,439.76708163328215,0.00013655497802767466
ADA,2e-06,2022-08-13,0.0744340759263522,0.1295940428118001,597.880622527388,0.0002449730155362118
ADA,2e-06,2022-08-14,0.0772120216034905,0.17752837220679785,710.6354820387262,0.0002753642629546454
ADA,2e-06,2022-08-15,0.09901946995356858,0.047856715454664744,404.42786643822393,0.00012253888130300084
ADA,2e-06,2022-08-16,0.09653629298052058,0.08951667063279212,532.4976263877624,0.0001431240358006504
ADA,2e-06,2022-08-17,0.09907031668959909,0.2014407736302335,709.200396361791,0.00024449206982378094
ADA,2e-06,2022-08-18,0.11141397753043825,0.09671227940289062,260.68911889858714,9.376427178891739e-05
ADA,2e-06,2022-08-19,0.11072382738768549,0.08137431259254391,204.42368159242164,7.097540713138656e-05
ADA,2e-06,2022-08-20,0.10067952659660218,0.12773272101727495,640.7132133816584,0.0002040071666542543
ADA,2e-06,2022-08-21,0.10661911161099835,0.11993980543392324,674.8506887188288,0.00020953704425472096
ADA,2e-06,2022-08-22,0.11055156970827307,0.1431478645300519,846.5303356145715,0.0002918218274431195
ADA,5e-06,2022-08-08,0.07571574159612215,0.07880932483932224,472.1312982435621,0.00015130123852352312
ADA,5e-06,2022-08-09,0.0749991996056174,0.0743398390056188,113.86478477804162,3.514221707316604e-05
ADA,5e-06,2022-08-10,0.07164147358389594,0.11453244119686778,743.7259743818325,0.0002309174643061148
ADA,5e-06,2022-08-11,0.07669798002374772,0.08463580803727888,550.5781715156621,0.00016286642036086939
ADA,5e-06,2022-08-12,0.07597450896267777,0.04410921498175535,438.85130555884723,0.00013712222790315963
ADA,5e-06,2022-08-13,0.07443275120849757,0.129156556515035,551.2503474167041,0.00022773752356517314
ADA,5e-06,2022-08-14,0.0772120216034905,0.17752837220679785,710.6354820387262,0.0002753642629546454
ADA,5e-06,2022-08-15,0.09901946995356858,0.047856715454664744,404.42786643822393,0.00012253888130300084
ADA,5e-06,2022-08-16,0.09653621809561652,0.08956984930775869,532.4976263877624,0.0001431240358006504
ADA,5e-06,2022-08-17,0.09907031668959909,0.2014407736302335,709.200396361791,0.00024449206982378094
ADA,5e-06,2022-08-18,0.11141397753043825,0.09671227940289062,260.68911889858714,9.376427178891739e-05
ADA,5e-06,2022-08-19,0.11070215732782451,0.08080345446757331,212.88892620961008,7.340458592625289e-05
ADA,5e-06,2022-08-20,0.10067952659660218,0.12773272101727495,640.7132133816584,0.0002040071666542543
ADA,5e-06,2022-08-21,0.10618436157469047,0.11939843699990138,684.5783621303614,0.00020994927466250993
ADA,5e-06,2022-08-22,0.11015179755393378,0.14321615629726314,835.7802541286463,0.00029011728466345253
ADA,1e-05,2022-08-08,0.07571574159612215,0.07880932483932224,472.1312982435621,0.00015130123852352312
ADA,1e-05,2022-08-09,0.0749991996056174,0.0743398390056188,113.86478477804162,3.514221707316604e-05
ADA,1e-05,2022-08-10,0.07164147358389594,0.11453244119686778,743.7259743818325,0.0002309174643061148
ADA,1e-05,2022-08-11,0.07669798002374772,0.08463580803727888,550.5781715156621,0.00016286642036086939
ADA,1e-05,2022-08-12,0.07597450896267777,0.04410921498175535,438.85130555884723,0.00013712222790315963
ADA,1e-05,2022-08-13,0.07443275120849757,0.129156556515035,551.2503474167041,0.00022773752356517314
ADA,1e-05,2022-08-14,0.0772120216034905,0.17752837220679785,710.6354820387262,0.0002753642629546454
ADA,1e-05,2022-08-15,0.09901946995356858,0.047856715454664744,404.42786643822393,0.00012253888130300084
ADA,1e-05,2022-08-16,0.09653621809561652,0.08956984930775869,532.4976263877624,0.0001431240358006504
ADA,1e-05,2022-08-17,0.09907031668959909,0.2014407736302335,709.200396361791,0.00024449206982378094
ADA,1e-05,2022-08-18,0.11140918531066224,0.09697681712447848,260.68911889858714,9.376427178891739e-05
ADA,1e-05,2022-08-19,0.11070215732782451,0.08080345446757331,212.88892620961008,7.340458592625289e-05
ADA,1e-05,2022-08-20,0.10067952659660218,0.12773272101727495,640.7132133816584,0.0002040071666542543
ADA,1e-05,2022-08-21,0.10618436157469047,0.11939843699990138,684.5783621303614,0.00020994927466250993
ADA,1e-05,2022-08-22,0.11015179755393378,0.14321615629726314,835.7802541286463,0.00029011728466345253
ADA,2e-05,2022-08-08,0.075669280719874,0.07789557160232774,472.40873706136944,0.000152366696033202
ADA,2e-05,2022-08-09,0.0749991996056174,0.0743398390056188,113.86478477804162,3.514221707316604e-05
ADA,2e-05,2022-08-10,0.07143206729921137,0.11673122655309154,759.2266757434585,0.00022590927362994669
ADA,2e-05,2022-08-11,0.07652483671834986,0.08618925789941301,539.5122652505446,0.00016150453041182452
ADA,2e-05,2022-08-12,0.07585554170382602,0.04580847256641851,437.0175797439124,0.0001382775791173904
ADA,2e-05,2022-08-13,0.07422211279919222,0.13111987564603744,597.880622527388,0.0002449730155362118
ADA,2e-05,2022-08-14,0.07716370748456436,0.17726952257848694,743.0171590982104,0.00029476116924270925
ADA,2e-05,2022-08-15,0.0987550648022888,0.05291675489642622,400.5465282211362,0.00012063199081205544
ADA,2e-05,2022-08-16,0.09650228946748529,0.08999512241745622,550.3727868850194,0.00014953545832556596
ADA,2e-05,2022-08-17,0.09904745784540625,0.20097421877693433,709.200396361791,0.00024449206982378094
ADA,2e-05,2022-08-18,0.11140918531066224,0.09697681712447848,260.68911889858714,9.376427178891739e-05
ADA,2e-05,2022-08-19,0.11070215732782451,0.08080345446757331,212.88892620961008,7.340458592625289e-05
ADA,2e-05,2022-08-20,0.10047205810769988,0.12723595486200667,644.7367064894105,0.0002120394726507131
ADA,2e-05,2022-08-21,0.10618436157469047,0.11939843699990138,684.5783621303614,0.00020994927466250993
ADA,2e-05,2022-08-22,0.11015179755393378,0.14321615629726314,835.7802541286463,0.00029011728466345253
ADA,5e-05,2022-08-08,0.0752602212115655,0.07208002231021604,438.8292425325957,0.00013885073125676365
ADA,5e-05,2022-08-09,0.07430478261148166,0.09456695538029802,95.95415173669797,3.7775798028362986e-05
ADA,5e-05,2022-08-10,0.07085344173775776,0.11112667493879769,674.3115474568517,0.00023246716971031425
